MeasureID,Behavior,Dimensions,Item,Xnum,Text
29,Managerial Leadership Behavior,Control (Clarifying policies),Item3,348,Making sure formal guidelines are clear to people.
29,Managerial Leadership Behavior,Control (Expecting accurate work),Item1,349,Emphasizing the need for accuracy in work efforts.
29,Managerial Leadership Behavior,Control (Expecting accurate work),Item2,350,Expecting people to get the details of their work right.
29,Managerial Leadership Behavior,Control (Expecting accurate work),Item3,351,Emphasizing accuracy in work efforts.
29,Managerial Leadership Behavior,Control (Controlling projects),Item1,352,Providing tight project management.
29,Managerial Leadership Behavior,Control (Controlling projects),Item2,353,Keeping projects under control.
29,Managerial Leadership Behavior,Control (Controlling projects),Item3,354,Closely managing projects.
29,Managerial Leadership Behavior,Compete (Focusing on competition),Item1,355,Emphasizing the need to compete.
29,Managerial Leadership Behavior,Compete (Focusing on competition),Item2,356,Developing a competitive focus.
29,Managerial Leadership Behavior,Compete (Focusing on competition),Item3,357,Insisting on beating outside competitors.
29,Managerial Leadership Behavior,Compete (Showing a hard work ethic),Item1,358,Showing an appetite for hard work.
29,Managerial Leadership Behavior,Compete (Showing a hard work ethic),Item2,359,Modeling an intense work effort.
29,Managerial Leadership Behavior,Compete (Showing a hard work ethic),Item3,360,Demonstrating full exertion on the job.
29,Managerial Leadership Behavior,Compete (Emphasizing speed),Item1,361,Getting work done quicker in the unit.
29,Managerial Leadership Behavior,Compete (Emphasizing speed),Item2,362,Producing faster unit outcomes.
29,Managerial Leadership Behavior,Compete (Emphasizing speed),Item3,363,Providing fast responses to emerging issues.
31,Agentic Leadership,Dedicated,Item1,364,Worked late all week in order to finish the project.
31,Agentic Leadership,Dedicated,Item2,365,Works on projects outside of working hours.
31,Agentic Leadership,Charismatic,Item1,366,"When speaking, motivates employees."
31,Agentic Leadership,Charismatic,Item2,367,"Talks enthusiastically to the employees about what
needs to be accomplished."
31,Agentic Leadership,Intelligent,Item1,368,"Displays extraordinary talent and competence in every
project."
31,Agentic Leadership,Intelligent,Item2,369,"Consistently contributes good ideas during group
discussions."
31,Agentic Leadership,Determined,Item1,370,Does not give up on a project when complications arise.
31,Agentic Leadership,Determined,Item2,371,Works relentlessly to solve difficult problems.
31,Agentic Leadership,Aggressive,Item1,372,Argues until co-workers see the ideas.
31,Agentic Leadership,Aggressive,Item2,373,Fights to get the work group necessary resources.
31,Agentic Leadership,Competitive,Item1,374,Emphasizes that the team needs to be number one.
31,Agentic Leadership,Competitive,Item2,375,"Wants own ideas to be heard before other employees’
ideas are heard."
31,Communal Leadership,Caring,Item1,376,Always shows concern for the well being of the team.
31,Communal Leadership,Caring,Item2,377,Goes beyond self-interest for the good of the employees.
31,Communal Leadership,Sensitive,Item1,378,"Even when the employees do not communicate that
they’re upset, it is still perceived."
31,Communal Leadership,Sensitive,Item2,379,Is responsive to the feelings of employees at work.
31,Communal Leadership,Honest,Item1,380,"Always makes sure that credit is not taken for
employee’s good ideas."
31,Communal Leadership,Honest,Item2,381,Is always upfront with subordinates.
31,Communal Leadership,Understanding,Item1,382,Encourages employees to approach if a problem arises.
31,Communal Leadership,Understanding,Item2,383,"Listens when subordinates are having a personal
conflict."
31,Communal Leadership,Compassionate,Item1,384,"Extends employees deadlines when they have important
family commitments."
31,Communal Leadership,Compassionate,Item2,385,In a personal crisis gives time off to employees.
31,Communal Leadership,Sympathetic,Item1,386,Is accommodating when family emergencies arise.
31,Communal Leadership,Sympathetic,Item2,387,"Expresses concern with subordinates that are going
through difficult times."
32,Paradoxical Leader Behavior,Maintaining short-term efficiency and long-term development,Item1,388,Ensures the business’s current efficiency while considering the need for future business development
32,Paradoxical Leader Behavior,Maintaining short-term efficiency and long-term development,Item2,389,Emphasizes both short-term business profitability and long-term continuity
32,Paradoxical Leader Behavior,Maintaining short-term efficiency and long-term development,Item3,390,"Increases the effectiveness of current business models, but also introduces new models with future prospects"
32,Paradoxical Leader Behavior,Maintaining short-term efficiency and long-term development,Item4,391,"Ensures current profits of existing businesses, but also insists on exploring new businesses with potential long-term gains"
32,Paradoxical Leader Behavior,Maintaining short-term efficiency and long-term development,Item5,392,"Exploits current mature businesses, but also explores businesses with future growth potential"
32,Paradoxical Leader Behavior,Conforming to and shaping collective forces in the environment,Item1,393,"Abides by government policies, but also influences policy-making directions"
32,Paradoxical Leader Behavior,Conforming to and shaping collective forces in the environment,Item2,394,"Maintains market rules, but also pushes to create new rules"
32,Paradoxical Leader Behavior,Conforming to and shaping collective forces in the environment,Item3,395,"Respects industry rules, but also proactively promotes change and innovation in industry rules"
32,Paradoxical Leader Behavior,Conforming to and shaping collective forces in the environment,Item4,396,"Follows market forces, but also creates market forces"
32,Paradoxical Leader Behavior,Conforming to and shaping collective forces in the environment,Item5,397,"Conforms to collective forces in the environment, but also is good at changing those forces"
32,Paradoxical Leader Behavior,Maintaining stability and flexibility,Item1,398,"Emphasizes standardizing internal organizing, but also emphasizes flexibility of the organizational system"
32,Paradoxical Leader Behavior,Maintaining stability and flexibility,Item2,399,"Focuses on routinizing internal organizational management, but also dares to keep adjusting and optimizing it"
32,Paradoxical Leader Behavior,Maintaining stability and flexibility,Item3,400,"Formalizes internal organizing methods, but also enables flexible transition among the methods"
32,Paradoxical Leader Behavior,Maintaining stability and flexibility,Item4,401,"Emphasizes prudent organizational decision-making process, but also emphasizes adapting to changes quickly"
32,Paradoxical Leader Behavior,Maintaining stability and flexibility,Item5,402,"Stabilizes organizational structure, but also adjusts or rebuilds it based on firm development"
32,Paradoxical Leader Behavior,Focus on shareholders and the stakeholder community,Item1,403,"Emphasizes resource competitiveness between shareholders and stakeholders (upstream, downstream, competitors, employees, government, and so on), but also emphasizes harmonious coexistence in the stakeholder community"
32,Paradoxical Leader Behavior,Focus on shareholders and the stakeholder community,Item2,404,"Regards the firm as an independent unit, but also as one part of the stakeholder community"
32,Paradoxical Leader Behavior,Focus on shareholders and the stakeholder community,Item3,405,"Takes a shareholder perspective, but also takes a stakeholder community perspective"
32,Paradoxical Leader Behavior,Focus on shareholders and the stakeholder community,Item4,406,"Manifests the opposite nature of shareholder interests and stakeholder interests, but also seeks alignment among them"
32,Paradoxical Leader Behavior,Focus on shareholders and the stakeholder community,Item5,407,"Seeks the firm’s unique value, but also attends to its value increment to the stakeholder community"
33,Chinese CEO Leader Behavior,Being Creative and Risk- taking,Item1,408,Willing to take risks
33,Chinese CEO Leader Behavior,Being Creative and Risk- taking,Item2,409,Being bold with innovation
33,Chinese CEO Leader Behavior,Being Creative and Risk- taking,Item3,410,Willing to try new projects and ideas
33,Chinese CEO Leader Behavior,Being Creative and Risk- taking,Item4,411,Having rich entrepreneurial spirit
33,Chinese CEO Leader Behavior,Being Creative and Risk- taking,Item5,412,Being creative
33,Chinese CEO Leader Behavior,Relating and Communicating,Item1,413,Having good skills in dealing with interpersonal relationships effectively
33,Chinese CEO Leader Behavior,Relating and Communicating,Item2,414,Being able to communicate well with employees
33,Chinese CEO Leader Behavior,Relating and Communicating,Item3,415,Being good at balancing interpersonal relationships
33,Chinese CEO Leader Behavior,Relating and Communicating,Item4,416,Getting along with employees very well
33,Chinese CEO Leader Behavior,Relating and Communicating,Item5,417,Being able to facilitate interpersonal relationships
33,Chinese CEO Leader Behavior,Articulating Vision,Item1,418,Clearly communicating his/her vision about the future of the company
33,Chinese CEO Leader Behavior,Articulating Vision,Item2,419,Articulating a bright future for employees
33,Chinese CEO Leader Behavior,Articulating Vision,Item3,420,Clearly handling on the development of the company in the next five years
33,Chinese CEO Leader Behavior,Articulating Vision,Item4,421,Emphasizing the long-term planning of the company
33,Chinese CEO Leader Behavior,Showing Benevolence,Item1,422,Showing concerns for employee’s family member
33,Chinese CEO Leader Behavior,Showing Benevolence,Item2,423,Showing concerns for employee’s personal life
33,Chinese CEO Leader Behavior,Showing Benevolence,Item3,424,Treating employees like family members
33,Chinese CEO Leader Behavior,Showing Benevolence,Item4,425,Showing love and care for subordinates
33,Chinese CEO Leader Behavior,Monitoring Operations,Item1,426,Having good control over different projects and plans
33,Chinese CEO Leader Behavior,Monitoring Operations,Item2,427,Monitoring the operations of the organization
33,Chinese CEO Leader Behavior,Monitoring Operations,Item3,428,Having strict requirements on quality of production or service
33,Chinese CEO Leader Behavior,Being Authoritative,Item1,429,Having personal control of most matters
33,Chinese CEO Leader Behavior,Being Authoritative,Item2,430,Centralizing decision on him/herself
33,Chinese CEO Leader Behavior,Being Authoritative,Item3,431,Making unilateral decisions and taking individual actions
35,Unconventional Leader Behavior,NA,Item1,432,My leader often exhibited very unusual behavior that surprised other members of the group.
35,Unconventional Leader Behavior,NA,Item2,433,There were times my leader’s behavior surprised me.
35,Unconventional Leader Behavior,NA,Item3,434,My leader behaved in a way that was inconsistent with my expectations.
35,Unconventional Leader Behavior,NA,Item4,435,At times my leader startled me.
35,Unconventional Leader Behavior,NA,Item5,436,My leader engaged in unconventional behavior in order to achieve our goals.
35,Unconventional Leader Behavior,NA,Item6,437,My leader advocated following innovative paths and courses of action to achieve our goals.
35,Unconventional Leader Behavior,NA,Item7,438,My leader demonstrated expertise in the use of unconventional tactics for achieving our goals.
35,Unconventional Leader Behavior,NA,Item8,439,I did not expect my leader to do the things he did.
35,Unconventional Leader Behavior,NA,Item9,440,I never would have predicted my leader in this experiment would act the way he did.
35,Unconventional Leader Behavior,NA,Item10,441,My leader used nontraditional or counter-cultural means to achieve our goals
49,Ambidextrous Leadership,Opening,Item1,442,Allows different ways of accomplishing a task
49,Ambidextrous Leadership,Opening,Item2,443,Encourages experimentation with different ideas
49,Ambidextrous Leadership,Opening,Item3,444,Motives to take risks
49,Ambidextrous Leadership,Opening,Item4,445,Gives possibilities for independent thinking and acting
49,Ambidextrous Leadership,Opening,Item5,446,Gives room for own ideas
49,Ambidextrous Leadership,Opening,Item6,447,Allows errors
49,Ambidextrous Leadership,Opening,Item7,448,Encourages error learning
49,Ambidextrous Leadership,Closing,Item1,449,Monitors and controls goal attainment
49,Ambidextrous Leadership,Closing,Item2,450,Established routines
49,Ambidextrous Leadership,Closing,Item3,451,"Takes corrective 
action"
49,Ambidextrous Leadership,Closing,Item4,452,Controls adherence to rules
49,Ambidextrous Leadership,Closing,Item5,453,"Pays attention to uniform task
accomplishment"
49,Ambidextrous Leadership,Closing,Item6,454,Sanctions errors
49,Ambidextrous Leadership,Closing,Item7,455,Sticks to plans
50,People Management,Supportive HR Practices,Item1,456,I experience the following HR practices as being implemented to support me: training and development
50,People Management,Supportive HR Practices,Item2,457,I experience the following HR practices as being implemented to support me: mobility
50,People Management,Supportive HR Practices,Item3,458,I experience the following HR practices as being implemented to support me: appraisal
50,People Management,Supportive HR Practices,Item4,459,I experience the following HR practices as being implemented to support me: compensation and benefits
50,People Management,Supportive HR Practices,Item5,460,I experience the following HR practices as being implemented to support me: changes in job design
50,People Management,Supportive HR Practices,Item6,461,I experience the following HR practices as being implemented to support me: vitality
50,People Management,Supportive HR Practices,Item7,462,I experience the following HR practices as being implemented to support me: work-life balance
50,People Management,Implementation tailor-made arrangements,Item1,463,My supervisor tailors employment conditions to my personal situation
50,People Management,Implementation tailor-made arrangements,Item2,464,"My supervisor tailors employment conditions to my individual needs so I can
do a better job"
50,People Management,Support of employees’ commitment,Item1,465,My supervisor shows an interest in how I do my job
50,People Management,Support of employees’ commitment,Item2,466,My supervisor shows an interest in my personal functioning
50,People Management,Support of employees’ commitment,Item3,467,"If my supervisor appreciates the job done by me, he/she does not let this pass
unnoticed"
50,People Management,Support of employees’ commitment,Item4,468,My supervisor asks me if I can manage my job
50,People Management,Support of employees’ career development,Item1,469,My supervisor informs me about opportunities for training and development
50,People Management,Support of employees’ career development,Item2,470,My supervisor offers me opportunities to participate in training
50,People Management,Support of employees’ career development,Item3,471,My supervisor supports me in utilizing opportunities for vertical mobility
50,People Management,Support of employees’ career development,Item4,472,My supervisor supports me in utilizing opportunities for horizontal mobility
50,People Management,Ability,Item1,473,I have sufficient knowledge of my team’s products and/or services
50,People Management,Ability,Item2,474,I am aware of the value of our products and/or services
50,People Management,Ability,Item3,475,I have adequate knowledge to perform my tasks
50,People Management,Ability,Item4,476,I have adequate skills to perform my tasks
50,People Management,Commitment,Item1,477,I feel ‘emotionally attached’ to my team
50,People Management,Commitment,Item2,478,My team has a great deal of personal meaning for me
50,People Management,Commitment,Item3,479,I do not feel a strong sense of belonging to my team
50,People Management,Commitment,Item4,480,I feel like ‘part of the family’ at my team
50,People Management,Autonomy,Item1,481,My job provides me with opportunities to use my knowledge and skills
50,People Management,Autonomy,Item2,482,I feel comfortable in my job
50,People Management,Autonomy,Item3,483,I have sufficient authority to perform my tasks
50,People Management,Autonomy,Item4,484,I am provided with opportunities to develop my knowledge and skills
50,People Management,Extra-role behavior,Item1,485,"I help new workers, even when not required to do so"
50,People Management,Extra-role behavior,Item2,486,I don’t stay late if necessary to help out
50,People Management,Extra-role behavior,Item3,487,I make suggestions for improvements
50,People Management,Extra-role behavior,Item4,488,I don’t volunteer for things that are not part of the job
50,People Management,Extra-role behavior,Item5,489,I avoid extra duties and responsibilities
50,People Management,Extra-role behavior,Item6,490,I seek out training and other ways of improving my performance at work
53,Servant Leadership,Altruistic Calling,Item1,491,This person puts my best interests ahead of his/her own.
53,Servant Leadership,Altruistic Calling,Item2,492,This person does everything he/she can to serve me.
53,Servant Leadership,Altruistic Calling,Item3,493,This person sacrifices his/her own interests to meet my needs.
53,Servant Leadership,Altruistic Calling,Item4,494,This person goes above and beyond the call of duty to meet my needs.
53,Servant Leadership,Emotional healing,Item1,495,This person is one I would turn to if I had a personal trauma.
53,Servant Leadership,Emotional healing,Item2,496,This person is good at helping me with my emotional issues.
53,Servant Leadership,Emotional healing,Item3,497,This person is talented at helping me to heal emotionally.
53,Servant Leadership,Emotional healing,Item4,498,This person is one that could help me mend my hard feelings.
53,Servant Leadership,Wisdom,Item1,499,This person seems alert to what's happening.
53,Servant Leadership,Wisdom,Item2,500,This person is good at anticipating the consequences of decisions.
53,Servant Leadership,Wisdom,Item3,501,This person has great awareness of what is going on.
53,Servant Leadership,Wisdom,Item4,502,This person seems in touch with what's happening.
53,Servant Leadership,Wisdom,Item5,503,This person seems to know what is going to happen.
53,Servant Leadership,Persuasive mapping,Item1,504,This person offers compelling reasons to get me to do things.
53,Servant Leadership,Persuasive mapping,Item2,505,"This person encourages me to dream ""big dreams"" about the organization."
53,Servant Leadership,Persuasive mapping,Item3,506,This person is very persuasive.
53,Servant Leadership,Persuasive mapping,Item4,507,This person is good at convincing me to do things.
53,Servant Leadership,Persuasive mapping,Item5,508,This person is gifted when it comes to persuading me.
53,Servant Leadership,Organizational stewardship,Item1,509,This person believes that the organization needs to play a moral role in society.
53,Servant Leadership,Organizational stewardship,Item2,510,This person believes that our organization needs to function as a community.
53,Servant Leadership,Organizational stewardship,Item3,511,This person sees the organization for its potential to contribute to society.
53,Servant Leadership,Organizational stewardship,Item4,512,This person encourages me to have a community spirit in the workplace.
53,Servant Leadership,Organizational stewardship,Item5,513,This person is preparing the organization to make a positive difference in the future.
54,Ethical Leadership,NA,Item1,514,Shows a strong concern for ethical and moral values.
54,Ethical Leadership,NA,Item2,515,Communicates clear ethical standards for members.
54,Ethical Leadership,NA,Item3,516,Sets an example of ethical behavior in his/her decisions and actions.
54,Ethical Leadership,NA,Item4,517,Is honest and can be trusted to tell the truth.
54,Ethical Leadership,NA,Item5,518,Keeps his/her actions consistent with his/her stated values (“walks the talk”).
54,Ethical Leadership,NA,Item6,519,Is fair and unbiased when assigning tasks to members.
54,Ethical Leadership,NA,Item7,520,Can be trusted to carry out promises and commitments.
54,Ethical Leadership,NA,Item8,521,Insists on doing what is fair and ethical even when it is not easy.
54,Ethical Leadership,NA,Item9,522,Acknowledges mistakes and takes responsibility for them.
54,Ethical Leadership,NA,Item10,523,Regards honesty and integrity as important personal values.
54,Ethical Leadership,NA,Item11,524,Sets an example of dedication and self-sacrifice for the organization.
54,Ethical Leadership,NA,Item12,525,Opposes the use of unethical practices to increase performance.
54,Ethical Leadership,NA,Item13,526,Is fair and objective when evaluating member performance and providing rewards.
54,Ethical Leadership,NA,Item14,527,Puts the needs of others above his/her own self-interest.
54,Ethical Leadership,NA,Item15,528,Holds members accountable for using ethical practices in their work.
36,Intentions of Reciprocity,NA,Item1,529,"If he asks me to do something to help the company, I do it even if it might involve extra responsibility."
36,Intentions of Reciprocity,NA,Item2,530,"If he asks me to do something to help the company, I do it even if it might involve some risk."
36,Intentions of Reciprocity,NA,Item3,531,"If he asks me to do something to help the company, I do it even if it might bring me some discomfort."
36,Intentions of Reciprocity,NA,Item4,532,"If he proposes a temporary pay-cut or benefit reduction from all employees to help the company, I would agree to it."
36,Intentions of Reciprocity,NA,Item5,533,"His behavior inspires me to carefully exercise my authority and power, and sacrifice my privileges, if the situation in the company requires it."
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Communicating high expectations,Item1,534,Encourages me to set high goals for myself.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Communicating high expectations,Item2,535,Communicates high performance expectations to me.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Communicating high expectations,Item3,536,"Shows confidence in my ability to meet performance
expectations."
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Communicating high expectations,Item4,537,Demonstrates total confidence in me.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Communicating high expectations,Item5,538,Encourages me to live up to my potential.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Follower development,Item1,539,Helps me develop my strengths.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Follower development,Item2,540,Suggests training to improve my ability to carry out my job.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Follower development,Item3,541,Provides me with developmental experiences.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Follower development,Item4,542,Provides feedback to help me develop my abilities.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Follower development,Item5,543,Provides coaching to help me improve my job performance.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Intellectual stimulation,Item1,544,Gets me to look at problems from many different angles.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Intellectual stimulation,Item2,545,Challenges me to think about old problems in new ways.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Intellectual stimulation,Item3,546,Challenges me to be innovative in my approach to work assignments.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Intellectual stimulation,Item4,547,Encourages me to be an independent thinker.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Personal recognition,Item1,548,Commends me when I achieve my goals.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Personal recognition,Item2,549,Gives me positive feedback when I perform well.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Personal recognition,Item3,550,Gives me special recognition when my work is very good.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Personal recognition,Item4,551,Acknowledges improvement in my quality of work.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Emphasizing group identity,Item1,552,Encourages team members to take pride in our team.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Emphasizing group identity,Item2,553,"Says things that make us feel proud to be members of this
team."
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Emphasizing group identity,Item3,554,Says positive things about the team.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Emphasizing group identity,Item4,555,"Encourages others to place the interests of the team ahead
of their own interests."
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Emphasizing group identity,Item5,556,Emphasizes the uniqueness of the team.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Communicating a group vision,Item1,557,"Articulates a compelling vision of the future for our
team."
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Communicating a group vision,Item2,558,Talks optimistically about the future of our team.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Communicating a group vision,Item3,559,Talks enthusiastically about what needs to be accomplished by our team.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Communicating a group vision,Item4,560,"Communicates a clear direction of where our team is
going."
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Team-building,Item1,561,Fosters collaboration among team members.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Team-building,Item2,562,"Encourages group members to be “team players.”
"
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Team-building,Item3,563,Develops a team attitude and spirit among team members.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Team-building,Item4,564,Gets the team to work together for the same goal.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Team-building,Item5,565,"Resolves friction among team members in the interest of
teamwork."
40,Abusive Supervision,NA,Item1,566,I ridiculed an employee.
40,Abusive Supervision,NA,Item2,567,I gave an employee the silent treatment.
40,Abusive Supervision,NA,Item3,568,I put an employee down in front of others.
40,Abusive Supervision,NA,Item4,569,I reminded an employee of his/her past mistakes and failures.
40,Abusive Supervision,NA,Item5,570,"I expressed anger at an employee when I was mad for another
reason."
40,Abusive Supervision,NA,Item6,571,I made negative comments about an employee to others.
40,Abusive Supervision,NA,Item7,572,I was rude to an employee.
40,Abusive Supervision,NA,Item8,573,I told an employee that he/she is incompetent.
41,Leader Social Account With Moral Disengagement Language Measure,Moral justification,Item1,574,Attempted to justify the employee’s conduct in some way.
41,Leader Social Account With Moral Disengagement Language Measure,Diffusion of responsibility,Item1,575,Found ways for the employee to not be held accountable for his or her behavior.
41,Leader Social Account With Moral Disengagement Language Measure,Attribution of blame,Item1,576,"Used others as an excuse for the employee not acting
better."
41,Leader Social Account With Moral Disengagement Language Measure,Euphemistic labeling,Item1,577,Used language that made the employee’s conduct appear less negative.
41,Leader Social Account With Moral Disengagement Language Measure,Advantageous comparison,Item1,578,"The leader compared the employee to someone else to
make the employee look better."
41,Leader Social Account With Moral Disengagement Language Measure,Distortion of consequences,Item1,579,Used logic to say the employee’s behavior was not that bad.
41,Leader Social Account With Moral Disengagement Language Measure,Displacement of responsibility,Item1,580,Indicated the employee should not be responsible for his or her actions.
42,Paternalistic Leadership,Family atmosphere at work,Item1,581,Behaves like a family member (father/mother or elder brother/sister) towards his / her employees.
42,Paternalistic Leadership,Family atmosphere at work,Item2,582,Provides advice to employees like a senior family member.
42,Paternalistic Leadership,Family atmosphere at work,Item3,583,Creates a family environment in the workplace.
42,Paternalistic Leadership,Family atmosphere at work,Item4,584,Feels responsible from employees as if they are his or her own children.
42,Paternalistic Leadership,Family atmosphere at work,Item5,585,Protects employees from outside criticisms.
42,Paternalistic Leadership,Individualized relationships,Item1,586,Places importance to establishing one-to-one relationship with every employee.
42,Paternalistic Leadership,Individualized relationships,Item2,587,"Places importance to knowing every employee in person (e.g. personal problems, family life etc.)."
42,Paternalistic Leadership,Individualized relationships,Item3,588,"Shows emotional reactions, such as joy, sorrow, anger, in his or her relationships with employees."
42,Paternalistic Leadership,Individualized relationships,Item4,589,Closely monitors the development and progress of his or her employees.
42,Paternalistic Leadership,Involvement in employees' non-work lives,Item1,590,"Does not hesitate to take action in the name of his or her employees, whenever necessary."
42,Paternalistic Leadership,Involvement in employees' non-work lives,Item2,591,"Is ready to help employees with their non-work problems (e.g. housing, education of the children, health etc.) whenever they need it."
42,Paternalistic Leadership,Involvement in employees' non-work lives,Item3,592,"Attends special events of employees (e.g. weddings and funeral ceremonies, graduations etc.)"
42,Paternalistic Leadership,Involvement in employees' non-work lives,Item4,593,Is prepared to act as a mediator whenever an employee has problems in his or her private life (e.g. marital problems).
42,Paternalistic Leadership,Loyalty expectation,Item1,594,Expects loyalty and deference in exchange for his or her care and nurturance.
42,Paternalistic Leadership,Loyalty expectation,Item2,595,"Does not consider performance as the most important criterion while making a decision about employees (e.g. promotion, lay-off)."
42,Paternalistic Leadership,Loyalty expectation,Item3,596,Places more importance to loyalty than performance in evaluating employees.
42,Paternalistic Leadership,Status hierarchy and authority,Item1,597,Is disciplinarian and at the same time nurturant (sweet & bitter).
42,Paternalistic Leadership,Status hierarchy and authority,Item2,598,Believes that she/he knows what is best for his or her employees.
42,Paternalistic Leadership,Status hierarchy and authority,Item3,599,"Asks opinions of employees about work-related issues, however, makes the last decision himself or herself."
42,Paternalistic Leadership,Status hierarchy and authority,Item4,600,Wants to control or to be informed about every work-related activity.
42,Paternalistic Leadership,Status hierarchy and authority,Item5,601,"Despite establishing close relationships with employees, keeps his or her distance."
62,Paternalistic Leadership,Benevolent leadership,Item1,602,My supervisor is like a family member when he/she gets along with us.
62,Paternalistic Leadership,Benevolent leadership,Item2,603,My supervisor devotes all his/her energy to taking care of me.
62,Paternalistic Leadership,Benevolent leadership,Item3,604,"Beyond work relations, my supervisor expresses concern about my daily life."
62,Paternalistic Leadership,Benevolent leadership,Item4,605,My supervisor ordinarily shows a kind concern for my comfort.
62,Paternalistic Leadership,Benevolent leadership,Item5,606,My supervisor will help me when I’m in an emergency.
62,Paternalistic Leadership,Benevolent leadership,Item6,607,My supervisor takes very thoughtful care of subordinates who have spent a long time with him/her.
62,Paternalistic Leadership,Benevolent leadership,Item7,608,My supervisor meets my needs according to my personal requests.
62,Paternalistic Leadership,Benevolent leadership,Item8,609,My supervisor encourages me when I encounter arduous problems.
62,Paternalistic Leadership,Benevolent leadership,Item9,610,My supervisor takes good care of my family members as well.
62,Paternalistic Leadership,Benevolent leadership,Item10,611,My supervisor tries to understand what the cause is when I don’t perform well.
62,Paternalistic Leadership,Benevolent leadership,Item11,612,My supervisor handles what is difficult to do or manage in everyday life for me.
62,Paternalistic Leadership,Moral leadership,Item1,613,My supervisor never avenges a personal wrong in the name of public interest when he/she is offended.
62,Paternalistic Leadership,Moral leadership,Item2,614,My supervisor employs people according to their virtues and does not envy others’ abilities and virtues.
62,Paternalistic Leadership,Moral leadership,Item3,615,My supervisor uses his/her authority to seek special privileges for himself/herself.
62,Paternalistic Leadership,Moral leadership,Item4,616,My supervisor doesn’t take the credit for my achievements and contributions for himself/herself.
62,Paternalistic Leadership,Moral leadership,Item5,617,My supervisor does not take advantage of me for personal gain.
62,Paternalistic Leadership,Moral leadership,Item6,618,My supervisor does not use guanxi (personal relationships) or back-door practices to obtain illicit personal gains.
62,Paternalistic Leadership,Authoritarian leadership,Item1,619,My supervisor asks me to obey his/her instructions completely.
62,Paternalistic Leadership,Authoritarian leadership,Item2,620,My supervisor determined all decisions in the organization whether they are important or not.
62,Paternalistic Leadership,Authoritarian leadership,Item3,621,My supervisor always has the last say in the meeting.
62,Paternalistic Leadership,Authoritarian leadership,Item4,622,My supervisor always behaves in a commanding fashion in front of employees.
62,Paternalistic Leadership,Authoritarian leadership,Item5,623,I feel pressured when working with him/her.
62,Paternalistic Leadership,Authoritarian leadership,Item6,624,My supervisor exercises strict discipline over subordinates.
62,Paternalistic Leadership,Authoritarian leadership,Item7,625,My supervisor scolds us when we can’t accomplish our tasks.
62,Paternalistic Leadership,Authoritarian leadership,Item8,626,My supervisor emphasizes that our group must have the best performance of all the units in the organization.
62,Paternalistic Leadership,Authoritarian leadership,Item9,627,"We have to follow his/her rules to get things done. If not, he/she punishes us severely."
63,LBDQ Revised,Consideration,Item1,628,He does personal favors for group members.
63,LBDQ Revised,Consideration,Item2,629,He does little things to make it pleasant to be a member of the group.
63,LBDQ Revised,Consideration,Item3,630,He is easy to understand.
63,LBDQ Revised,Consideration,Item4,631,He finds time to listen to group members.
63,LBDQ Revised,Consideration,Item5,632,He keeps to himself.
63,LBDQ Revised,Consideration,Item6,633,He looks out for personal welfare of individual group members.
63,LBDQ Revised,Consideration,Item7,634,He refuses to explain his actions.
63,LBDQ Revised,Consideration,Item8,635,He acts without consulting the group.
