MeasureID,Behavior,Dimensions,Item,Xnum,Text,StandardConstruct
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Team-building,Item3,563,Develops a team attitude and spirit among team members.,Transformational
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Team-building,Item4,564,Gets the team to work together for the same goal.,Transformational
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Team-building,Item5,565,"Resolves friction among team members in the interest of
teamwork.",Transformational
40,Abusive Supervision,,Item1,566,I ridiculed an employee.,Abusive
40,Abusive Supervision,,Item2,567,I gave an employee the silent treatment.,Abusive
40,Abusive Supervision,,Item3,568,I put an employee down in front of others.,Abusive
40,Abusive Supervision,,Item4,569,I reminded an employee of his/her past mistakes and failures.,Abusive
40,Abusive Supervision,,Item5,570,"I expressed anger at an employee when I was mad for another
reason.",Abusive
40,Abusive Supervision,,Item6,571,I made negative comments about an employee to others.,Abusive
40,Abusive Supervision,,Item7,572,I was rude to an employee.,Abusive
40,Abusive Supervision,,Item8,573,I told an employee that he/she is incompetent.,Abusive
57,Instrumental Leadership,Environmental Monitoring,Item1,679,Understands the constraints of our organization,Instrumental
57,Instrumental Leadership,Environmental Monitoring,Item2,680,Senses what needs to be changed in our organization,Instrumental
57,Instrumental Leadership,Environmental Monitoring,Item3,681,Recognizes the strengths of our organization,Instrumental
57,Instrumental Leadership,Environmental Monitoring,Item4,682,Capitalizes on opportunities presented by the external environment,Instrumental
57,Instrumental Leadership,Strategy Formulation and Implementation,Item1,683,Develops specific policies to support his/her vision,Instrumental
57,Instrumental Leadership,Strategy Formulation and Implementation,Item2,684,Sets specific objectives so that the mission can be accomplished,Instrumental
57,Instrumental Leadership,Strategy Formulation and Implementation,Item3,685,Ensures that his/her vision is understood in specific terms,Instrumental
57,Instrumental Leadership,Strategy Formulation and Implementation,Item4,686,Translates the mission into specific goals,Instrumental
57,Instrumental Leadership,Path-Goal Facilitation,Item1,687,Removes obstacles to my goal attainment,Instrumental
57,Instrumental Leadership,Path-Goal Facilitation,Item2,688,Ensures that I have sufficient resources to reach my goals,Instrumental
57,Instrumental Leadership,Path-Goal Facilitation,Item3,689,Clarifies the path to my goal attainment,Instrumental
57,Instrumental Leadership,Path-Goal Facilitation,Item4,690,Facilitates my goal achievement,Instrumental
57,Instrumental Leadership,Outcome Monitoring,Item1,691,Helps me correct my mistakes,Instrumental
57,Instrumental Leadership,Outcome Monitoring,Item2,692,Assists me to learn from my mistakes,Instrumental
57,Instrumental Leadership,Outcome Monitoring,Item3,693,Provides me with information concerning how mistakes can be avoided,Instrumental
57,Instrumental Leadership,Outcome Monitoring,Item4,694,Provides me with constructive feedback about my mistakes,Instrumental
47,Transformational,Individual consideration,Item1,785,The manager(s) of this alliance: treat others as individuals rather than just members of the teams,Transformational
47,Transformational,Individual consideration,Item2,786,The manager(s) of this alliance: help others to develop their strengths,Transformational
47,Transformational,Individual consideration,Item3,787,The manager(s) of this alliance: spend time teaching and coaching others,Transformational
47,Transformational,Individual consideration,Item4,788,"The manager(s) of this alliance: consider everyone as having different needs, abilities, and aspirations from others",Transformational
47,Transformational,Idealized influence (A),Item1,789,The manager(s) of this alliance: instill pride in others for being associated with him or her,Transformational
47,Transformational,Idealized influence (A),Item2,790,The manager(s) of this alliance: go beyond self interest for the good of the alliance team,Transformational
47,Transformational,Idealized influence (A),Item3,791,The manager(s) of this alliance: act in ways that build respect,Transformational
47,Transformational,Idealized influence (A),Item4,792,The manager(s) of this alliance: display a sense of power and confidence,Transformational
47,Transformational,Idealized influence (B),Item1,793,The manager(s) of this alliance: talk about the most important values and beliefs,Transformational
47,Transformational,Idealized influence (B),Item2,794,The manager(s) of this alliance: specify the importance of having a strong sense of purpose,Transformational
47,Transformational,Idealized influence (B),Item3,795,The manager(s) of this alliance: consider the moral and ethical consequences of decisions,Transformational
47,Transformational,Idealized influence (B),Item4,796,The manager(s) of this alliance: emphasize the importance of having a collective sense of mission,Transformational
47,Transformational,Inspirational motivation,Item1,797,The manager(s) of this alliance: talk optimistically about the future,Transformational
47,Transformational,Inspirational motivation,Item2,798,The manager(s) of this alliance: express confidence that goals will be achieved,Transformational
47,Transformational,Inspirational motivation,Item3,799,The manager(s) of this alliance: talk enthusiastic about what needs to be accomplished,Transformational
47,Transformational,Inspirational motivation,Item4,800,The manager(s) of this alliance: articulate a compelling vision of the future,Transformational
47,Transformational,Intellectual stimulation,Item1,801,The manager(s) of this alliance: re-examine critical assumptions to question whether the assumptions are appropriate,Transformational
47,Transformational,Intellectual stimulation,Item2,802,The manager(s) of this alliance: seek differing perspectives when solving problems,Transformational
47,Transformational,Intellectual stimulation,Item3,803,The manager(s) of this alliance: suggest new ways of looking at how to complete assignments,Transformational
47,Transformational,Intellectual stimulation,Item4,804,The manager(s) of this alliance: get others to look at problems from many different angles,Transformational
