MeasureID,Behavior,Dimensions,Item,Xnum,Text,ProcessedText
13,LBDQ Original,Initiating Structure,Item19,241.0,He asks foremen who have slow groups to get more out of their groups.,Asks foremen who have slow groups to get more out of their groups.
13,LBDQ Original,Initiating Structure,Item20,242.0,He emphasizes the quantity of work.,Emphasizes the quantity of work.
13,LBDQ Original,Consideration,Item1,243.0,He refuses to give in when people disagree with him.,Refuses to give in when people disagree with him.
13,LBDQ Original,Consideration,Item2,244.0,He does personal favors for the foremen under him.,Does personal favors for the foremen under him.
13,LBDQ Original,Consideration,Item3,245.0,He expresses appreciation when one of us does a good job.,Expresses appreciation when one of us does a good job.
13,LBDQ Original,Consideration,Item4,246.0,He is easy to understand,Is easy to understand
13,LBDQ Original,Consideration,Item5,247.0,He demands more than we can do,Demands more than we can do
13,LBDQ Original,Consideration,Item6,248.0,He helps his foremen with their personal problems.,Helps his foremen with their personal problems.
13,LBDQ Original,Consideration,Item7,249.0,He criticizes his foremen in front of others.,Criticizes his foremen in front of others.
13,LBDQ Original,Consideration,Item8,250.0,He stands up for his foremen even though it makes him unpopular.,Stands up for his foremen even though it makes him unpopular.
13,LBDQ Original,Consideration,Item9,251.0,He insists that everything be done his way.,Insists that everything be done his way.
13,LBDQ Original,Consideration,Item10,252.0,He sees that a foreman is rewarded for a job well done.,Sees that a foreman is rewarded for a job well done.
13,LBDQ Original,Consideration,Item11,253.0,He rejects suggestions for changes,Rejects suggestions for changes
13,LBDQ Original,Consideration,Item12,254.0,He changes the duties of people under him without first talking it over with them.,Changes the duties of people under him without first talking it over with them.
13,LBDQ Original,Consideration,Item13,255.0,He treats people under him without considering their feelings.,Treats people under him without considering their feelings.
13,LBDQ Original,Consideration,Item14,256.0,He tries to keep the foremen under him in good standing with those in higher authority.,Tries to keep the foremen under him in good standing with those in higher authority.
13,LBDQ Original,Consideration,Item15,257.0,He resists changes in ways of doing things.,Resists changes in ways of doing things.
13,LBDQ Original,Consideration,Item16,258.0,"He ""rides"" the foreman who makes a mistake.","Rides"" the foreman who makes a mistake."
13,LBDQ Original,Consideration,Item17,259.0,He refuses to explain his actions,Refuses to explain his actions
13,LBDQ Original,Consideration,Item18,260.0,He acts without consulting his foremen first.,Acts without consulting his foremen first.
13,LBDQ Original,Consideration,Item19,261.0,He stresses the importance of high morale among those under him.,Stresses the importance of high morale among those under him.
13,LBDQ Original,Consideration,Item20,262.0,He backs up his foremen in their actions.,Backs up his foremen in their actions.
13,LBDQ Original,Consideration,Item21,263.0,He is slow to accept new ideas.,Is slow to accept new ideas.
13,LBDQ Original,Consideration,Item22,264.0,He treats all his foremen as his equal.,Treats all his foremen as his equal.
13,LBDQ Original,Consideration,Item23,265.0,He criticizes a specific act rather than a particular individual.,Criticizes a specific act rather than a particular individual.
13,LBDQ Original,Consideration,Item24,266.0,He is willing to make changes.,Is willing to make changes.
13,LBDQ Original,Consideration,Item25,267.0,He makes those under him feel at ease when talking to him.,Makes those under him feel at ease when talking to him.
13,LBDQ Original,Consideration,Item26,268.0,He is friendly and can be easily approached.,Is friendly and can be easily approached.
13,LBDQ Original,Consideration,Item27,269.0,He puts suggestions that are made by foremen under him into operation.,Puts suggestions that are made by foremen under him into operation.
13,LBDQ Original,Consideration,Item28,270.0,He gets the approval of his foremen on important matters before going ahead.,Gets the approval of his foremen on important matters before going ahead.
12,Authentic,Self-awareness,Item1,271.0,My leader describes accurately the way that others view his/her abilities.,Describes accurately the way that others view his/her abilities.
12,Authentic,Self-awareness,Item2,272.0,My leader shows that he/she understands his/her strengths and weaknesses.,Shows that he/she understands his/her strengths and weaknesses.
12,Authentic,Self-awareness,Item3,273.0,My leader is clearly aware of the impact he/she has on others.,Is clearly aware of the impact he/she has on others.
12,Authentic,Relational transparency,Item1,274.0,My leader clearly states what he/she means.,Clearly states what he/she means.
12,Authentic,Relational transparency,Item2,275.0,My leader openly shares information with others.,Openly shares information with others.
12,Authentic,Relational transparency,Item3,276.0,My leader expresses his/her ideas and thoughts clearly to others.,Expresses his/her ideas and thoughts clearly to others.
12,Authentic,Internalized moral perspective,Item1,277.0,My leader shows consistency between his/her beliefs and actions.,Shows consistency between his/her beliefs and actions.
12,Authentic,Internalized moral perspective,Item2,278.0,My leader uses his/her core beliefs to make decisions.,Uses his/her core beliefs to make decisions.
12,Authentic,Internalized moral perspective,Item3,279.0,My leader resists pressures on him/her to do things contrary to his/her beliefs.,Resists pressures on him/her to do things contrary to his/her beliefs.
12,Authentic,Internalized moral perspective,Item4,280.0,My leader is guided in his/her actions by internal moral standards.,Is guided in his/her actions by internal moral standards.
12,Authentic,Balanced processing,Item1,281.0,My leader asks for ideas that challenge his/her core beliefs.,Asks for ideas that challenge his/her core beliefs.
12,Authentic,Balanced processing,Item2,282.0,My leader carefully listens to alternative perspectives before reaching a conclusion.,Carefully listens to alternative perspectives before reaching a conclusion.
12,Authentic,Balanced processing,Item3,283.0,My leader objectively analyzes relevant data before making a decision,Objectively analyzes relevant data before making a decision
12,Authentic,Balanced processing,Item4,284.0,My leader encourages others to voice opposing points of view.,Encourages others to voice opposing points of view.
9,Servant,Forming relationships with subordinates,Item1,285.0,My department manager spends the time to form quality relationships with department employees.,Spends the time to form quality relationships with department employees.
9,Servant,Forming relationships with subordinates,Item2,286.0,My department manager creates a sense of community among department employees.,Creates a sense of community among department employees.
9,Servant,Empowering subordinates,Item1,287.0,My department manager's decisions are influenced by department employees' input.,S decisions are influenced by department employees' input.
9,Servant,Empowering subordinates,Item2,288.0,My department manager tries to reach consensus among department employees on important decisions.,Tries to reach consensus among department employees on important decisions.
9,Servant,Helping subordinates grow and succeed,Item1,289.0,My department manager is sensitive to department employees' responsibilities outside the work place.,Is sensitive to department employees' responsibilities outside the work place.
9,Servant,Helping subordinates grow and succeed,Item2,290.0,My department manager makes the personal development of department employees a priority.,Makes the personal development of department employees a priority.
9,Servant,Behaving ethically,Item1,291.0,My department manager holds department employees to high ethical standards.,Holds department employees to high ethical standards.
9,Servant,Behaving ethically,Item2,292.0,My department manager does what she or he promises to do.,Does what she or he promises to do.
9,Servant,Having conceptual skills,Item1,293.0,My department manager balances concern for day-to-day details with projections for the future.,Balances concern for day-to-day details with projections for the future.
9,Servant,Having conceptual skills,Item2,294.0,My department manager displays wide-ranging knowledge and interests in finding solutions to work problems.,Displays wide-ranging knowledge and interests in finding solutions to work problems.
9,Servant,Putting subordinates first,Item1,295.0,"My department manager makes me feel like I work with him/her, not for him/her.","Makes me feel like I work with him/her, not for him/her."
9,Servant,Putting subordinates first,Item2,296.0,My department manager works hard at finding ways to help others be the best they can be.,Works hard at finding ways to help others be the best they can be.
9,Servant,Creating values for those outside of the organization,Item1,297.0,My department manager encourages department employees to be involved in community service and volunteer activities outside of work.,Encourages department employees to be involved in community service and volunteer activities outside of work.
9,Servant,Creating values for those outside of the organization,Item2,298.0,My department manager emphasizes the importance of giving back to the community.,Emphasizes the importance of giving back to the community.
26,Group-Focused Transformational Leadership,Team-building,Item1,299.0,Our supervisor fosters collaboration among his/her subordinates.,Fosters collaboration among his/her subordinates.
26,Group-Focused Transformational Leadership,Team-building,Item2,300.0,Our supervisor encourages employees to be team,Encourages employees to be team
26,Group-Focused Transformational Leadership,Team-building,Item3,301.0,"Our supervisor develops a team attitude and spirit

among his/her subordinates","Develops a team attitude and spirit

among his/her subordinates"
26,Group-Focused Transformational Leadership,Articulating a group vision,Item1,302.0,Our supervisor inspires us with his/her plans for the future,Inspires us with his/her plans for the future
26,Group-Focused Transformational Leadership,Articulating a group vision,Item2,303.0,Our supervisor provides us with a compelling vision to work toward,Provides us with a compelling vision to work toward
26,Group-Focused Transformational Leadership,Articulating a group vision,Item3,304.0,Our supervisor has a clear understanding of where we are going,Has a clear understanding of where we are going
26,Group-Focused Transformational Leadership,Fostering acceptance of group goals,Item1,305.0,"

Our supervisor gets the group to work together for the same goal","

Our supervisor gets the group to work together for the same goal"
26,Group-Focused Transformational Leadership,Fostering acceptance of group goals,Item2,306.0,Our supervisor is able to get others to commit to what we need to accomplish in our unit,Is able to get others to commit to what we need to accomplish in our unit
26,Individual-Focused Transformational Leadership,Individualized support,Item1,307.0,My supervisor shows respect for personal feelings,Shows respect for personal feelings
26,Individual-Focused Transformational Leadership,Individualized support,Item2,308.0,"My supervisor behaves in a manner, which is thoughtful of my personal needs","Behaves in a manner, which is thoughtful of my personal needs"
26,Individual-Focused Transformational Leadership,Individualized support,Item3,309.0,My supervisor sees that my interests are given due consideration,Sees that my interests are given due consideration
26,Individual-Focused Transformational Leadership,Intellectual stimulation,Item1,310.0,My supervisor challenges me to think about old problems in new ways,Challenges me to think about old problems in new ways
26,Individual-Focused Transformational Leadership,Intellectual stimulation,Item2,311.0,My supervisor stimulates me to rethink some things that I have never questioned before,Stimulates me to rethink some things that I have never questioned before
26,Individual-Focused Transformational Leadership,Intellectual stimulation,Item3,312.0,My supervisor challenges me to re-examine some of my basic assumptions about work,Challenges me to re-examine some of my basic assumptions about work
28,Leadership Behavior,Resource Utilization,Item1,313.0,Obtains resources key to success,Obtains resources key to success
28,Leadership Behavior,Resource Utilization,Item2,314.0,Utilizes organizational strengths successfully,Utilizes organizational strengths successfully
28,Leadership Behavior,Resource Utilization,Item3,315.0,Creates organizational procedures that support goal achievement,Creates organizational procedures that support goal achievement
28,Leadership Behavior,Relationship development,Item1,316.0,Conveys authentic concern in relationships,Conveys authentic concern in relationships
28,Leadership Behavior,Relationship development,Item2,317.0,Empathizes with others to support their needs,Empathizes with others to support their needs
28,Leadership Behavior,Relationship development,Item3,318.0,Cares about others,Cares about others
28,Leadership Behavior,Image management,Item1,319.0,Stands up for what s(he) thinks is right,Stands up for what s(he) thinks is right
28,Leadership Behavior,Image management,Item2,320.0,Confronts difficult issues that need resolutions,Confronts difficult issues that need resolutions
28,Leadership Behavior,Image management,Item3,321.0,Accepts responsibility for mistakes for which s(he) is accountable,Accepts responsibility for mistakes for which s(he) is accountable
28,Leadership Behavior,Trustworthiness,Item1,322.0,Honors the intent of the law rather than just the letter,Honors the intent of the law rather than just the letter
28,Leadership Behavior,Trustworthiness,Item2,323.0,Praises desired performance,Praises desired performance
28,Leadership Behavior,Trustworthiness,Item3,324.0,Evaluates outcomes according to valid standards,Evaluates outcomes according to valid standards
28,Leadership Behavior,Ethical stewardship,Item1,325.0,Seeks to create a higher level of meaning or understanding about issues,Seeks to create a higher level of meaning or understanding about issues
28,Leadership Behavior,Ethical stewardship,Item2,326.0,Asks others how they view what is owed to them,Asks others how they view what is owed to them
28,Leadership Behavior,Ethical stewardship,Item3,327.0,Pursues solutions that build a better world,Pursues solutions that build a better world
29,Managerial Leadership Behavior,Collaborate (Encouraging participation),Item1,328.0,Making it legitimate to contribute opinions.,Making it legitimate to contribute opinions.
29,Managerial Leadership Behavior,Collaborate (Encouraging participation),Item2,329.0,Employing participative decision making.,Employing participative decision making.
29,Managerial Leadership Behavior,Collaborate (Encouraging participation),Item3,330.0,Maintaining an open climate for discussion.,Maintaining an open climate for discussion.
29,Managerial Leadership Behavior,Collaborate (Developing people),Item1,331.0,Encouraging career development.,Encouraging career development.
29,Managerial Leadership Behavior,Collaborate (Developing people),Item2,332.0,Seeing that everyone has a development plan.,Seeing that everyone has a development plan.
29,Managerial Leadership Behavior,Collaborate (Developing people),Item3,333.0,Coaching people on career issues.,Coaching people on career issues.
29,Managerial Leadership Behavior,Collaborate (Acknowledging personal need),Item1,334.0,Being aware of when people are burning out.,Being aware of when people are burning out.
29,Managerial Leadership Behavior,Collaborate (Acknowledging personal need),Item2,335.0,Encouraging people to have work/life balance.,Encouraging people to have work/life balance.
29,Managerial Leadership Behavior,Collaborate (Acknowledging personal need),Item3,336.0,Recognizing feelings.,Recognizing feelings.
29,Managerial Leadership Behavior,Create (Anticipating customer needs),Item1,337.0,Meeting with customers to discuss their needs.,Meeting with customers to discuss their needs.
29,Managerial Leadership Behavior,Create (Anticipating customer needs),Item2,338.0,Identifying the changing needs of the customer.,Identifying the changing needs of the customer.
29,Managerial Leadership Behavior,Create (Anticipating customer needs),Item3,339.0,Anticipating what the customer will want next.,Anticipating what the customer will want next.
29,Managerial Leadership Behavior,Create (Initiating significant change),Item1,340.0,Initiating bold projects.,Initiating bold projects.
29,Managerial Leadership Behavior,Create (Initiating significant change),Item2,341.0,Starting ambitious programs.,Starting ambitious programs.
29,Managerial Leadership Behavior,Create (Initiating significant change),Item3,342.0,Launching important new efforts.,Launching important new efforts.
29,Managerial Leadership Behavior,Create (Inspiring people to exceed expectations),Item1,343.0,Inspiring direct reports to be creative.,Inspiring direct reports to be creative.
29,Managerial Leadership Behavior,Create (Inspiring people to exceed expectations),Item2,344.0,Encouraging direct reports to try new things.,Encouraging direct reports to try new things.
29,Managerial Leadership Behavior,Create (Inspiring people to exceed expectations),Item3,345.0,Getting unit members to exceed traditional performance patterns.,Getting unit members to exceed traditional performance patterns.
29,Managerial Leadership Behavior,Control (Clarifying policies),Item1,346.0,Seeing that corporate procedures are understood.,Seeing that corporate procedures are understood.
29,Managerial Leadership Behavior,Control (Clarifying policies),Item2,347.0,Insuring that company policies are known.,Insuring that company policies are known.
29,Managerial Leadership Behavior,Control (Clarifying policies),Item3,348.0,Making sure formal guidelines are clear to people.,Making sure formal guidelines are clear to people.
29,Managerial Leadership Behavior,Control (Expecting accurate work),Item1,349.0,Emphasizing the need for accuracy in work efforts.,Emphasizing the need for accuracy in work efforts.
29,Managerial Leadership Behavior,Control (Expecting accurate work),Item2,350.0,Expecting people to get the details of their work right.,Expecting people to get the details of their work right.
29,Managerial Leadership Behavior,Control (Expecting accurate work),Item3,351.0,Emphasizing accuracy in work efforts.,Emphasizing accuracy in work efforts.
29,Managerial Leadership Behavior,Control (Controlling projects),Item1,352.0,Providing tight project management.,Providing tight project management.
29,Managerial Leadership Behavior,Control (Controlling projects),Item2,353.0,Keeping projects under control.,Keeping projects under control.
29,Managerial Leadership Behavior,Control (Controlling projects),Item3,354.0,Closely managing projects.,Closely managing projects.
29,Managerial Leadership Behavior,Compete (Focusing on competition),Item1,355.0,Emphasizing the need to compete.,Emphasizing the need to compete.
29,Managerial Leadership Behavior,Compete (Focusing on competition),Item2,356.0,Developing a competitive focus.,Developing a competitive focus.
29,Managerial Leadership Behavior,Compete (Focusing on competition),Item3,357.0,Insisting on beating outside competitors.,Insisting on beating outside competitors.
29,Managerial Leadership Behavior,Compete (Showing a hard work ethic),Item1,358.0,Showing an appetite for hard work.,Showing an appetite for hard work.
29,Managerial Leadership Behavior,Compete (Showing a hard work ethic),Item2,359.0,Modeling an intense work effort.,Modeling an intense work effort.
29,Managerial Leadership Behavior,Compete (Showing a hard work ethic),Item3,360.0,Demonstrating full exertion on the job.,Demonstrating full exertion on the job.
29,Managerial Leadership Behavior,Compete (Emphasizing speed),Item1,361.0,Getting work done quicker in the unit.,Getting work done quicker in the unit.
29,Managerial Leadership Behavior,Compete (Emphasizing speed),Item2,362.0,Producing faster unit outcomes.,Producing faster unit outcomes.
29,Managerial Leadership Behavior,Compete (Emphasizing speed),Item3,363.0,Providing fast responses to emerging issues.,Providing fast responses to emerging issues.
31,Agentic Leadership,Dedicated,Item1,364.0,Worked late all week in order to finish the project.,Worked late all week in order to finish the project.
31,Agentic Leadership,Dedicated,Item2,365.0,Works on projects outside of working hours.,Works on projects outside of working hours.
31,Agentic Leadership,Charismatic,Item1,366.0,"When speaking, motivates employees.","When speaking, motivates employees."
31,Agentic Leadership,Charismatic,Item2,367.0,"Talks enthusiastically to the employees about what

needs to be accomplished.","Talks enthusiastically to the employees about what

needs to be accomplished."
31,Agentic Leadership,Intelligent,Item1,368.0,"Displays extraordinary talent and competence in every

project.","Displays extraordinary talent and competence in every

project."
31,Agentic Leadership,Intelligent,Item2,369.0,"Consistently contributes good ideas during group

discussions.","Consistently contributes good ideas during group

discussions."
31,Agentic Leadership,Determined,Item1,370.0,Does not give up on a project when complications arise.,Does not give up on a project when complications arise.
31,Agentic Leadership,Determined,Item2,371.0,Works relentlessly to solve difficult problems.,Works relentlessly to solve difficult problems.
31,Agentic Leadership,Aggressive,Item1,372.0,Argues until co-workers see the ideas.,Argues until co-workers see the ideas.
31,Agentic Leadership,Aggressive,Item2,373.0,Fights to get the work group necessary resources.,Fights to get the work group necessary resources.
31,Agentic Leadership,Competitive,Item1,374.0,Emphasizes that the team needs to be number one.,Emphasizes that the team needs to be number one.
31,Agentic Leadership,Competitive,Item2,375.0,"Wants own ideas to be heard before other employees'

ideas are heard.","Wants own ideas to be heard before other employees'

ideas are heard."
31,Communal Leadership,Caring,Item1,376.0,Always shows concern for the well being of the team.,Always shows concern for the well being of the team.
31,Communal Leadership,Caring,Item2,377.0,Goes beyond self-interest for the good of the employees.,Goes beyond self-interest for the good of the employees.
31,Communal Leadership,Sensitive,Item1,378.0,"Even when the employees do not communicate that

they're upset, it is still perceived.","Even when the employees do not communicate that

they're upset, it is still perceived."
31,Communal Leadership,Sensitive,Item2,379.0,Is responsive to the feelings of employees at work.,Is responsive to the feelings of employees at work.
31,Communal Leadership,Honest,Item1,380.0,"Always makes sure that credit is not taken for

employee's good ideas.","Always makes sure that credit is not taken for

employee's good ideas."
31,Communal Leadership,Honest,Item2,381.0,Is always upfront with subordinates.,Is always upfront with subordinates.
31,Communal Leadership,Understanding,Item1,382.0,Encourages employees to approach if a problem arises.,Encourages employees to approach if a problem arises.
31,Communal Leadership,Understanding,Item2,383.0,"Listens when subordinates are having a personal

conflict.","Listens when subordinates are having a personal

conflict."
31,Communal Leadership,Compassionate,Item1,384.0,"Extends employees deadlines when they have important

family commitments.","Extends employees deadlines when they have important

family commitments."
31,Communal Leadership,Compassionate,Item2,385.0,In a personal crisis gives time off to employees.,In a personal crisis gives time off to employees.
31,Communal Leadership,Sympathetic,Item1,386.0,Is accommodating when family emergencies arise.,Is accommodating when family emergencies arise.
31,Communal Leadership,Sympathetic,Item2,387.0,"Expresses concern with subordinates that are going

through difficult times.","Expresses concern with subordinates that are going

through difficult times."
32,Paradoxical Leader Behavior,Maintaining short-term efficiency and long-term development,Item1,388.0,Ensures the business's current efficiency while considering the need for future business development,Ensures the business's current efficiency while considering the need for future business development
32,Paradoxical Leader Behavior,Maintaining short-term efficiency and long-term development,Item2,389.0,Emphasizes both short-term business profitability and long-term continuity,Emphasizes both short-term business profitability and long-term continuity
32,Paradoxical Leader Behavior,Maintaining short-term efficiency and long-term development,Item3,390.0,"Increases the effectiveness of current business models, but also introduces new models with future prospects","Increases the effectiveness of current business models, but also introduces new models with future prospects"
32,Paradoxical Leader Behavior,Maintaining short-term efficiency and long-term development,Item4,391.0,"Ensures current profits of existing businesses, but also insists on exploring new businesses with potential long-term gains","Ensures current profits of existing businesses, but also insists on exploring new businesses with potential long-term gains"
32,Paradoxical Leader Behavior,Maintaining short-term efficiency and long-term development,Item5,392.0,"Exploits current mature businesses, but also explores businesses with future growth potential","Exploits current mature businesses, but also explores businesses with future growth potential"
32,Paradoxical Leader Behavior,Conforming to and shaping collective forces in the environment,Item1,393.0,"Abides by government policies, but also influences policy-making directions","Abides by government policies, but also influences policy-making directions"
32,Paradoxical Leader Behavior,Conforming to and shaping collective forces in the environment,Item2,394.0,"Maintains market rules, but also pushes to create new rules","Maintains market rules, but also pushes to create new rules"
32,Paradoxical Leader Behavior,Conforming to and shaping collective forces in the environment,Item3,395.0,"Respects industry rules, but also proactively promotes change and innovation in industry rules","Respects industry rules, but also proactively promotes change and innovation in industry rules"
32,Paradoxical Leader Behavior,Conforming to and shaping collective forces in the environment,Item4,396.0,"Follows market forces, but also creates market forces","Follows market forces, but also creates market forces"
32,Paradoxical Leader Behavior,Conforming to and shaping collective forces in the environment,Item5,397.0,"Conforms to collective forces in the environment, but also is good at changing those forces","Conforms to collective forces in the environment, but also is good at changing those forces"
32,Paradoxical Leader Behavior,Maintaining stability and flexibility,Item1,398.0,"Emphasizes standardizing internal organizing, but also emphasizes flexibility of the organizational system","Emphasizes standardizing internal organizing, but also emphasizes flexibility of the organizational system"
32,Paradoxical Leader Behavior,Maintaining stability and flexibility,Item2,399.0,"Focuses on routinizing internal organizational management, but also dares to keep adjusting and optimizing it","Focuses on routinizing internal organizational management, but also dares to keep adjusting and optimizing it"
32,Paradoxical Leader Behavior,Maintaining stability and flexibility,Item3,400.0,"Formalizes internal organizing methods, but also enables flexible transition among the methods","Formalizes internal organizing methods, but also enables flexible transition among the methods"
32,Paradoxical Leader Behavior,Maintaining stability and flexibility,Item4,401.0,"Emphasizes prudent organizational decision-making process, but also emphasizes adapting to changes quickly","Emphasizes prudent organizational decision-making process, but also emphasizes adapting to changes quickly"
32,Paradoxical Leader Behavior,Maintaining stability and flexibility,Item5,402.0,"Stabilizes organizational structure, but also adjusts or rebuilds it based on firm development","Stabilizes organizational structure, but also adjusts or rebuilds it based on firm development"
32,Paradoxical Leader Behavior,Focus on shareholders and the stakeholder community,Item1,403.0,"Emphasizes resource competitiveness between shareholders and stakeholders (upstream, downstream, competitors, employees, government, and so on), but also emphasizes harmonious coexistence in the stakeholder community","Emphasizes resource competitiveness between shareholders and stakeholders (upstream, downstream, competitors, employees, government, and so on), but also emphasizes harmonious coexistence in the stakeholder community"
32,Paradoxical Leader Behavior,Focus on shareholders and the stakeholder community,Item2,404.0,"Regards the firm as an independent unit, but also as one part of the stakeholder community","Regards the firm as an independent unit, but also as one part of the stakeholder community"
32,Paradoxical Leader Behavior,Focus on shareholders and the stakeholder community,Item3,405.0,"Takes a shareholder perspective, but also takes a stakeholder community perspective","Takes a shareholder perspective, but also takes a stakeholder community perspective"
32,Paradoxical Leader Behavior,Focus on shareholders and the stakeholder community,Item4,406.0,"Manifests the opposite nature of shareholder interests and stakeholder interests, but also seeks alignment among them","Manifests the opposite nature of shareholder interests and stakeholder interests, but also seeks alignment among them"
32,Paradoxical Leader Behavior,Focus on shareholders and the stakeholder community,Item5,407.0,"Seeks the firm's unique value, but also attends to its value increment to the stakeholder community","Seeks the firm's unique value, but also attends to its value increment to the stakeholder community"
33,Chinese CEO Leader Behavior,Being Creative and Risk- taking,Item1,408.0,Willing to take risks,Willing to take risks
33,Chinese CEO Leader Behavior,Being Creative and Risk- taking,Item2,409.0,Being bold with innovation,Being bold with innovation
33,Chinese CEO Leader Behavior,Being Creative and Risk- taking,Item3,410.0,Willing to try new projects and ideas,Willing to try new projects and ideas
33,Chinese CEO Leader Behavior,Being Creative and Risk- taking,Item4,411.0,Having rich entrepreneurial spirit,Having rich entrepreneurial spirit
33,Chinese CEO Leader Behavior,Being Creative and Risk- taking,Item5,412.0,Being creative,Being creative
33,Chinese CEO Leader Behavior,Relating and Communicating,Item1,413.0,Having good skills in dealing with interpersonal relationships effectively,Having good skills in dealing with interpersonal relationships effectively
33,Chinese CEO Leader Behavior,Relating and Communicating,Item2,414.0,Being able to communicate well with employees,Being able to communicate well with employees
33,Chinese CEO Leader Behavior,Relating and Communicating,Item3,415.0,Being good at balancing interpersonal relationships,Being good at balancing interpersonal relationships
33,Chinese CEO Leader Behavior,Relating and Communicating,Item4,416.0,Getting along with employees very well,Getting along with employees very well
33,Chinese CEO Leader Behavior,Relating and Communicating,Item5,417.0,Being able to facilitate interpersonal relationships,Being able to facilitate interpersonal relationships
33,Chinese CEO Leader Behavior,Articulating Vision,Item1,418.0,Clearly communicating his/her vision about the future of the company,Clearly communicating his/her vision about the future of the company
33,Chinese CEO Leader Behavior,Articulating Vision,Item2,419.0,Articulating a bright future for employees,Articulating a bright future for employees
33,Chinese CEO Leader Behavior,Articulating Vision,Item3,420.0,Clearly handling on the development of the company in the next five years,Clearly handling on the development of the company in the next five years
33,Chinese CEO Leader Behavior,Articulating Vision,Item4,421.0,Emphasizing the long-term planning of the company,Emphasizing the long-term planning of the company
33,Chinese CEO Leader Behavior,Showing Benevolence,Item1,422.0,Showing concerns for employee's family member,Showing concerns for employee's family member
33,Chinese CEO Leader Behavior,Showing Benevolence,Item2,423.0,Showing concerns for employee's personal life,Showing concerns for employee's personal life
33,Chinese CEO Leader Behavior,Showing Benevolence,Item3,424.0,Treating employees like family members,Treating employees like family members
33,Chinese CEO Leader Behavior,Showing Benevolence,Item4,425.0,Showing love and care for subordinates,Showing love and care for subordinates
33,Chinese CEO Leader Behavior,Monitoring Operations,Item1,426.0,Having good control over different projects and plans,Having good control over different projects and plans
33,Chinese CEO Leader Behavior,Monitoring Operations,Item2,427.0,Monitoring the operations of the organization,Monitoring the operations of the organization
33,Chinese CEO Leader Behavior,Monitoring Operations,Item3,428.0,Having strict requirements on quality of production or service,Having strict requirements on quality of production or service
33,Chinese CEO Leader Behavior,Being Authoritative,Item1,429.0,Having personal control of most matters,Having personal control of most matters
33,Chinese CEO Leader Behavior,Being Authoritative,Item2,430.0,Centralizing decision on him/herself,Centralizing decision on him/herself
33,Chinese CEO Leader Behavior,Being Authoritative,Item3,431.0,Making unilateral decisions and taking individual actions,Making unilateral decisions and taking individual actions
35,Unconventional Leader Behavior,nan,Item1,432.0,My leader often exhibited very unusual behavior that surprised other members of the group.,Often exhibited very unusual behavior that surprised other members of the group.
35,Unconventional Leader Behavior,nan,Item2,433.0,There were times my leader's behavior surprised me.,There were times my leader's behavior surprised me.
35,Unconventional Leader Behavior,nan,Item3,434.0,My leader behaved in a way that was inconsistent with my expectations.,Behaved in a way that was inconsistent with my expectations.
35,Unconventional Leader Behavior,nan,Item4,435.0,At times my leader startled me.,At times my leader startled me.
35,Unconventional Leader Behavior,nan,Item5,436.0,My leader engaged in unconventional behavior in order to achieve our goals.,Engaged in unconventional behavior in order to achieve our goals.
35,Unconventional Leader Behavior,nan,Item6,437.0,My leader advocated following innovative paths and courses of action to achieve our goals.,Advocated following innovative paths and courses of action to achieve our goals.
35,Unconventional Leader Behavior,nan,Item7,438.0,My leader demonstrated expertise in the use of unconventional tactics for achieving our goals.,Demonstrated expertise in the use of unconventional tactics for achieving our goals.
35,Unconventional Leader Behavior,nan,Item8,439.0,I did not expect my leader to do the things he did.,I did not expect my leader to do the things he did.
35,Unconventional Leader Behavior,nan,Item9,440.0,I never would have predicted my leader in this experiment would act the way he did.,I never would have predicted my leader in this experiment would act the way he did.
35,Unconventional Leader Behavior,nan,Item10,441.0,My leader used nontraditional or counter-cultural means to achieve our goals,Used nontraditional or counter-cultural means to achieve our goals
49,Ambidextrous Leadership,Opening,Item1,442.0,Allows different ways of accomplishing a task,Allows different ways of accomplishing a task
49,Ambidextrous Leadership,Opening,Item2,443.0,Encourages experimentation with different ideas,Encourages experimentation with different ideas
49,Ambidextrous Leadership,Opening,Item3,444.0,Motives to take risks,Motives to take risks
49,Ambidextrous Leadership,Opening,Item4,445.0,Gives possibilities for independent thinking and acting,Gives possibilities for independent thinking and acting
49,Ambidextrous Leadership,Opening,Item5,446.0,Gives room for own ideas,Gives room for own ideas
49,Ambidextrous Leadership,Opening,Item6,447.0,Allows errors,Allows errors
49,Ambidextrous Leadership,Opening,Item7,448.0,Encourages error learning,Encourages error learning
49,Ambidextrous Leadership,Closing,Item1,449.0,Monitors and controls goal attainment,Monitors and controls goal attainment
49,Ambidextrous Leadership,Closing,Item2,450.0,Established routines,Established routines
49,Ambidextrous Leadership,Closing,Item3,451.0,"Takes corrective 

action","Takes corrective 

action"
49,Ambidextrous Leadership,Closing,Item4,452.0,Controls adherence to rules,Controls adherence to rules
49,Ambidextrous Leadership,Closing,Item5,453.0,"Pays attention to uniform task

accomplishment","Pays attention to uniform task

accomplishment"
49,Ambidextrous Leadership,Closing,Item6,454.0,Sanctions errors,Sanctions errors
49,Ambidextrous Leadership,Closing,Item7,455.0,Sticks to plans,Sticks to plans
50,People Management,Supportive HR Practices,Item1,456.0,I experience the following HR practices as being implemented to support me: training and development,I experience the following HR practices as being implemented to support me: training and development
