MeasureID,Behavior,Dimensions,Item,Xnum,Text,StandardConstruct,ProcessedText
26,Individual-Focused Transformational Leadership,Individualized support,Item2,308,"My supervisor behaves in a manner, which is thoughtful of my personal needs",Transformational,"Behaves in a manner, which is thoughtful of my personal needs"
26,Individual-Focused Transformational Leadership,Individualized support,Item3,309,My supervisor sees that my interests are given due consideration,Transformational,Sees that my interests are given due consideration
26,Individual-Focused Transformational Leadership,Intellectual stimulation,Item1,310,My supervisor challenges me to think about old problems in new ways,Transformational,Challenges me to think about old problems in new ways
26,Individual-Focused Transformational Leadership,Intellectual stimulation,Item2,311,My supervisor stimulates me to rethink some things that I have never questioned before,Transformational,Stimulates me to rethink some things that I have never questioned before
26,Individual-Focused Transformational Leadership,Intellectual stimulation,Item3,312,My supervisor challenges me to re-examine some of my basic assumptions about work,Transformational,Challenges me to re-examine some of my basic assumptions about work
53,Servant Leadership,Altruistic Calling,Item1,491,This person puts my best interests ahead of his/her own.,Servant,This person puts my best interests ahead of his/her own.
53,Servant Leadership,Altruistic Calling,Item2,492,This person does everything he/she can to serve me.,Servant,This person does everything he/she can to serve me.
53,Servant Leadership,Altruistic Calling,Item3,493,This person sacrifices his/her own interests to meet my needs.,Servant,This person sacrifices his/her own interests to meet my needs.
53,Servant Leadership,Altruistic Calling,Item4,494,This person goes above and beyond the call of duty to meet my needs.,Servant,This person goes above and beyond the call of duty to meet my needs.
53,Servant Leadership,Emotional healing,Item1,495,This person is one I would turn to if I had a personal trauma.,Servant,This person is one I would turn to if I had a personal trauma.
53,Servant Leadership,Emotional healing,Item2,496,This person is good at helping me with my emotional issues.,Servant,This person is good at helping me with my emotional issues.
53,Servant Leadership,Emotional healing,Item3,497,This person is talented at helping me to heal emotionally.,Servant,This person is talented at helping me to heal emotionally.
53,Servant Leadership,Emotional healing,Item4,498,This person is one that could help me mend my hard feelings.,Servant,This person is one that could help me mend my hard feelings.
53,Servant Leadership,Wisdom,Item1,499,This person seems alert to what's happening.,Servant,This person seems alert to what's happening.
53,Servant Leadership,Wisdom,Item2,500,This person is good at anticipating the consequences of decisions.,Servant,This person is good at anticipating the consequences of decisions.
53,Servant Leadership,Wisdom,Item3,501,This person has great awareness of what is going on.,Servant,This person has great awareness of what is going on.
53,Servant Leadership,Wisdom,Item4,502,This person seems in touch with what's happening.,Servant,This person seems in touch with what's happening.
53,Servant Leadership,Wisdom,Item5,503,This person seems to know what is going to happen.,Servant,This person seems to know what is going to happen.
53,Servant Leadership,Persuasive mapping,Item1,504,This person offers compelling reasons to get me to do things.,Servant,This person offers compelling reasons to get me to do things.
53,Servant Leadership,Persuasive mapping,Item2,505,"This person encourages me to dream ""big dreams"" about the organization.",Servant,"This person encourages me to dream ""big dreams"" about the organization."
53,Servant Leadership,Persuasive mapping,Item3,506,This person is very persuasive.,Servant,This person is very persuasive.
53,Servant Leadership,Persuasive mapping,Item4,507,This person is good at convincing me to do things.,Servant,This person is good at convincing me to do things.
53,Servant Leadership,Persuasive mapping,Item5,508,This person is gifted when it comes to persuading me.,Servant,This person is gifted when it comes to persuading me.
53,Servant Leadership,Organizational stewardship,Item1,509,This person believes that the organization needs to play a moral role in society.,Servant,This person believes that the organization needs to play a moral role in society.
53,Servant Leadership,Organizational stewardship,Item2,510,This person believes that our organization needs to function as a community.,Servant,This person believes that our organization needs to function as a community.
53,Servant Leadership,Organizational stewardship,Item3,511,This person sees the organization for its potential to contribute to society.,Servant,This person sees the organization for its potential to contribute to society.
53,Servant Leadership,Organizational stewardship,Item4,512,This person encourages me to have a community spirit in the workplace.,Servant,This person encourages me to have a community spirit in the workplace.
53,Servant Leadership,Organizational stewardship,Item5,513,This person is preparing the organization to make a positive difference in the future.,Servant,This person is preparing the organization to make a positive difference in the future.
54,Ethical Leadership,,Item1,514,Shows a strong concern for ethical and moral values.,Ethical,Shows a strong concern for ethical and moral values.
54,Ethical Leadership,,Item2,515,Communicates clear ethical standards for members.,Ethical,Communicates clear ethical standards for members.
54,Ethical Leadership,,Item3,516,Sets an example of ethical behavior in his/her decisions and actions.,Ethical,Sets an example of ethical behavior in his/her decisions and actions.
54,Ethical Leadership,,Item4,517,Is honest and can be trusted to tell the truth.,Ethical,Is honest and can be trusted to tell the truth.
54,Ethical Leadership,,Item5,518,Keeps his/her actions consistent with his/her stated values (“walks the talk”).,Ethical,Keeps his/her actions consistent with his/her stated values (“walks the talk”).
54,Ethical Leadership,,Item6,519,Is fair and unbiased when assigning tasks to members.,Ethical,Is fair and unbiased when assigning tasks to members.
54,Ethical Leadership,,Item7,520,Can be trusted to carry out promises and commitments.,Ethical,Can be trusted to carry out promises and commitments.
54,Ethical Leadership,,Item8,521,Insists on doing what is fair and ethical even when it is not easy.,Ethical,Insists on doing what is fair and ethical even when it is not easy.
54,Ethical Leadership,,Item9,522,Acknowledges mistakes and takes responsibility for them.,Ethical,Acknowledges mistakes and takes responsibility for them.
54,Ethical Leadership,,Item10,523,Regards honesty and integrity as important personal values.,Ethical,Regards honesty and integrity as important personal values.
54,Ethical Leadership,,Item11,524,Sets an example of dedication and self-sacrifice for the organization.,Ethical,Sets an example of dedication and self-sacrifice for the organization.
54,Ethical Leadership,,Item12,525,Opposes the use of unethical practices to increase performance.,Ethical,Opposes the use of unethical practices to increase performance.
54,Ethical Leadership,,Item13,526,Is fair and objective when evaluating member performance and providing rewards.,Ethical,Is fair and objective when evaluating member performance and providing rewards.
54,Ethical Leadership,,Item14,527,Puts the needs of others above his/her own self-interest.,Ethical,Puts the needs of others above his/her own self-interest.
54,Ethical Leadership,,Item15,528,Holds members accountable for using ethical practices in their work.,Ethical,Holds members accountable for using ethical practices in their work.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Communicating high expectations,Item1,534,Encourages me to set high goals for myself.,Transformational,Encourages me to set high goals for myself.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Communicating high expectations,Item2,535,Communicates high performance expectations to me.,Transformational,Communicates high performance expectations to me.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Communicating high expectations,Item3,536,"Shows confidence in my ability to meet performance
expectations.",Transformational,"Shows confidence in my ability to meet performance
expectations."
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Communicating high expectations,Item4,537,Demonstrates total confidence in me.,Transformational,Demonstrates total confidence in me.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Communicating high expectations,Item5,538,Encourages me to live up to my potential.,Transformational,Encourages me to live up to my potential.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Follower development,Item1,539,Helps me develop my strengths.,Transformational,Lps me develop my strengths.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Follower development,Item2,540,Suggests training to improve my ability to carry out my job.,Transformational,Suggests training to improve my ability to carry out my job.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Follower development,Item3,541,Provides me with developmental experiences.,Transformational,Provides me with developmental experiences.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Follower development,Item4,542,Provides feedback to help me develop my abilities.,Transformational,Provides feedback to help me develop my abilities.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Follower development,Item5,543,Provides coaching to help me improve my job performance.,Transformational,Provides coaching to help me improve my job performance.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Intellectual stimulation,Item1,544,Gets me to look at problems from many different angles.,Transformational,Gets me to look at problems from many different angles.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Intellectual stimulation,Item2,545,Challenges me to think about old problems in new ways.,Transformational,Challenges me to think about old problems in new ways.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Intellectual stimulation,Item3,546,Challenges me to be innovative in my approach to work assignments.,Transformational,Challenges me to be innovative in my approach to work assignments.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Intellectual stimulation,Item4,547,Encourages me to be an independent thinker.,Transformational,Encourages me to be an independent thinker.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Personal recognition,Item1,548,Commends me when I achieve my goals.,Transformational,Commends me when I achieve my goals.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Personal recognition,Item2,549,Gives me positive feedback when I perform well.,Transformational,Gives me positive feedback when I perform well.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Personal recognition,Item3,550,Gives me special recognition when my work is very good.,Transformational,Gives me special recognition when my work is very good.
37,Dual-Level Transformational Leadership - The Individual-Focused TFL Subscale,Personal recognition,Item4,551,Acknowledges improvement in my quality of work.,Transformational,Acknowledges improvement in my quality of work.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Emphasizing group identity,Item1,552,Encourages team members to take pride in our team.,Transformational,Encourages team members to take pride in our team.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Emphasizing group identity,Item2,553,"Says things that make us feel proud to be members of this
team.",Transformational,"Says things that make us feel proud to be members of this
team."
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Emphasizing group identity,Item3,554,Says positive things about the team.,Transformational,Says positive things about the team.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Emphasizing group identity,Item4,555,"Encourages others to place the interests of the team ahead
of their own interests.",Transformational,"Encourages others to place the interests of the team ahead
of their own interests."
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Emphasizing group identity,Item5,556,Emphasizes the uniqueness of the team.,Transformational,Emphasizes the uniqueness of the team.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Communicating a group vision,Item1,557,"Articulates a compelling vision of the future for our
team.",Transformational,"Articulates a compelling vision of the future for our
team."
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Communicating a group vision,Item2,558,Talks optimistically about the future of our team.,Transformational,Talks optimistically about the future of our team.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Communicating a group vision,Item3,559,Talks enthusiastically about what needs to be accomplished by our team.,Transformational,Talks enthusiastically about what needs to be accomplished by our team.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Communicating a group vision,Item4,560,"Communicates a clear direction of where our team is
going.",Transformational,"Communicates a clear direction of where our team is
going."
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Team-building,Item1,561,Fosters collaboration among team members.,Transformational,Fosters collaboration among team members.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Team-building,Item2,562,"Encourages group members to be “team players.”
",Transformational,"Encourages group members to be “team players.”
"
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Team-building,Item3,563,Develops a team attitude and spirit among team members.,Transformational,Develops a team attitude and spirit among team members.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Team-building,Item4,564,Gets the team to work together for the same goal.,Transformational,Gets the team to work together for the same goal.
37,Dual-Level Transformational Leadership - The Group-Focused TFL Subscale,Team-building,Item5,565,"Resolves friction among team members in the interest of
teamwork.",Transformational,"Resolves friction among team members in the interest of
teamwork."
40,Abusive Supervision,,Item1,566,I ridiculed an employee.,Abusive,I ridiculed an employee.
40,Abusive Supervision,,Item2,567,I gave an employee the silent treatment.,Abusive,I gave an employee the silent treatment.
40,Abusive Supervision,,Item3,568,I put an employee down in front of others.,Abusive,I put an employee down in front of others.
40,Abusive Supervision,,Item4,569,I reminded an employee of his/her past mistakes and failures.,Abusive,I reminded an employee of his/her past mistakes and failures.
40,Abusive Supervision,,Item5,570,"I expressed anger at an employee when I was mad for another
reason.",Abusive,"I expressed anger at an employee when I was mad for another
reason."
40,Abusive Supervision,,Item6,571,I made negative comments about an employee to others.,Abusive,I made negative comments about an employee to others.
40,Abusive Supervision,,Item7,572,I was rude to an employee.,Abusive,I was rude to an employee.
40,Abusive Supervision,,Item8,573,I told an employee that he/she is incompetent.,Abusive,I told an employee that he/she is incompetent.
57,Instrumental Leadership,Environmental Monitoring,Item1,679,Understands the constraints of our organization,Instrumental,Understands the constraints of our organization
57,Instrumental Leadership,Environmental Monitoring,Item2,680,Senses what needs to be changed in our organization,Instrumental,Senses what needs to be changed in our organization
57,Instrumental Leadership,Environmental Monitoring,Item3,681,Recognizes the strengths of our organization,Instrumental,Recognizes the strengths of our organization
57,Instrumental Leadership,Environmental Monitoring,Item4,682,Capitalizes on opportunities presented by the external environment,Instrumental,Capitalizes on opportunities presented by the external environment
57,Instrumental Leadership,Strategy Formulation and Implementation,Item1,683,Develops specific policies to support his/her vision,Instrumental,Develops specific policies to support his/her vision
57,Instrumental Leadership,Strategy Formulation and Implementation,Item2,684,Sets specific objectives so that the mission can be accomplished,Instrumental,Sets specific objectives so that the mission can be accomplished
57,Instrumental Leadership,Strategy Formulation and Implementation,Item3,685,Ensures that his/her vision is understood in specific terms,Instrumental,Ensures that his/her vision is understood in specific terms
57,Instrumental Leadership,Strategy Formulation and Implementation,Item4,686,Translates the mission into specific goals,Instrumental,Translates the mission into specific goals
57,Instrumental Leadership,Path-Goal Facilitation,Item1,687,Removes obstacles to my goal attainment,Instrumental,Removes obstacles to my goal attainment
57,Instrumental Leadership,Path-Goal Facilitation,Item2,688,Ensures that I have sufficient resources to reach my goals,Instrumental,Ensures that I have sufficient resources to reach my goals
57,Instrumental Leadership,Path-Goal Facilitation,Item3,689,Clarifies the path to my goal attainment,Instrumental,Clarifies the path to my goal attainment
57,Instrumental Leadership,Path-Goal Facilitation,Item4,690,Facilitates my goal achievement,Instrumental,Facilitates my goal achievement
57,Instrumental Leadership,Outcome Monitoring,Item1,691,Helps me correct my mistakes,Instrumental,Lps me correct my mistakes
57,Instrumental Leadership,Outcome Monitoring,Item2,692,Assists me to learn from my mistakes,Instrumental,Assists me to learn from my mistakes
57,Instrumental Leadership,Outcome Monitoring,Item3,693,Provides me with information concerning how mistakes can be avoided,Instrumental,Provides me with information concerning how mistakes can be avoided
57,Instrumental Leadership,Outcome Monitoring,Item4,694,Provides me with constructive feedback about my mistakes,Instrumental,Provides me with constructive feedback about my mistakes
47,Transformational,Individual consideration,Item1,785,The manager(s) of this alliance: treat others as individuals rather than just members of the teams,Transformational,(s) of this alliance: treat others as individuals rather than just members of the teams
47,Transformational,Individual consideration,Item2,786,The manager(s) of this alliance: help others to develop their strengths,Transformational,(s) of this alliance: help others to develop their strengths
47,Transformational,Individual consideration,Item3,787,The manager(s) of this alliance: spend time teaching and coaching others,Transformational,(s) of this alliance: spend time teaching and coaching others
47,Transformational,Individual consideration,Item4,788,"The manager(s) of this alliance: consider everyone as having different needs, abilities, and aspirations from others",Transformational,"(s) of this alliance: consider everyone as having different needs, abilities, and aspirations from others"
47,Transformational,Idealized influence (A),Item1,789,The manager(s) of this alliance: instill pride in others for being associated with him or her,Transformational,(s) of this alliance: instill pride in others for being associated with him or her
47,Transformational,Idealized influence (A),Item2,790,The manager(s) of this alliance: go beyond self interest for the good of the alliance team,Transformational,(s) of this alliance: go beyond self interest for the good of the alliance team
47,Transformational,Idealized influence (A),Item3,791,The manager(s) of this alliance: act in ways that build respect,Transformational,(s) of this alliance: act in ways that build respect
47,Transformational,Idealized influence (A),Item4,792,The manager(s) of this alliance: display a sense of power and confidence,Transformational,(s) of this alliance: display a sense of power and confidence
47,Transformational,Idealized influence (B),Item1,793,The manager(s) of this alliance: talk about the most important values and beliefs,Transformational,(s) of this alliance: talk about the most important values and beliefs
47,Transformational,Idealized influence (B),Item2,794,The manager(s) of this alliance: specify the importance of having a strong sense of purpose,Transformational,(s) of this alliance: specify the importance of having a strong sense of purpose
47,Transformational,Idealized influence (B),Item3,795,The manager(s) of this alliance: consider the moral and ethical consequences of decisions,Transformational,(s) of this alliance: consider the moral and ethical consequences of decisions
47,Transformational,Idealized influence (B),Item4,796,The manager(s) of this alliance: emphasize the importance of having a collective sense of mission,Transformational,(s) of this alliance: emphasize the importance of having a collective sense of mission
47,Transformational,Inspirational motivation,Item1,797,The manager(s) of this alliance: talk optimistically about the future,Transformational,(s) of this alliance: talk optimistically about the future
47,Transformational,Inspirational motivation,Item2,798,The manager(s) of this alliance: express confidence that goals will be achieved,Transformational,(s) of this alliance: express confidence that goals will be achieved
47,Transformational,Inspirational motivation,Item3,799,The manager(s) of this alliance: talk enthusiastic about what needs to be accomplished,Transformational,(s) of this alliance: talk enthusiastic about what needs to be accomplished
47,Transformational,Inspirational motivation,Item4,800,The manager(s) of this alliance: articulate a compelling vision of the future,Transformational,(s) of this alliance: articulate a compelling vision of the future
47,Transformational,Intellectual stimulation,Item1,801,The manager(s) of this alliance: re-examine critical assumptions to question whether the assumptions are appropriate,Transformational,(s) of this alliance: re-examine critical assumptions to question whether the assumptions are appropriate
47,Transformational,Intellectual stimulation,Item2,802,The manager(s) of this alliance: seek differing perspectives when solving problems,Transformational,(s) of this alliance: seek differing perspectives when solving problems
47,Transformational,Intellectual stimulation,Item3,803,The manager(s) of this alliance: suggest new ways of looking at how to complete assignments,Transformational,(s) of this alliance: suggest new ways of looking at how to complete assignments
47,Transformational,Intellectual stimulation,Item4,804,The manager(s) of this alliance: get others to look at problems from many different angles,Transformational,(s) of this alliance: get others to look at problems from many different angles
